facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
FMC - MEDINA COUNTY KIDNEY CENTER,OH,44256,01Jan2021-31Dec2024,16.9,fmc - medina county kidney center
"CENTER FOR DIALYSIS CARE, WARRENSVILL",OH,44128,01Jan2021-31Dec2024,19.3,"center for dialysis care, warrensvill"
FMC - CRAWFORD COUNTY KIDNEY CENTER,OH,44820,01Jan2021-31Dec2024,23.6,fmc - crawford county kidney center
USRC NORTHWEST OHIO DIALYSIS,OH,43606,01Jan2021-31Dec2024,12.8,usrc northwest ohio dialysis
FMC - RENAL CARE GROUP LORAIN COUNTY,OH,44035,01Jan2021-31Dec2024,17.7,fmc - renal care group lorain county
DaVita Swan Creek Dialysis,OH,43615,01Jan2021-31Dec2024,11.8,davita swan creek dialysis
FMC - ELYRIA RENAL CARE GROUP,OH,44035,01Jan2021-31Dec2024,24.9,fmc - elyria renal care group
FRESENIUS KIDNEY CARE NORTH RANDALL,OH,44146,01Jan2021-31Dec2024,20.3,fresenius kidney care north randall
FMC - OHIO RENAL CARE GROUP AT FARNSW,OH,44109,01Jan2021-31Dec2024,17.3,fmc - ohio renal care group at farnsw
DaVita Midwest Springfield Dialysis,OH,45503,01Jan2021-31Dec2024,26.0,davita midwest springfield dialysis
DaVita Southwest Ohio Dialysis,OH,45385,01Jan2021-31Dec2024,18.7,davita southwest ohio dialysis
DaVita Dayton North Dialysis,OH,45415,01Jan2021-31Dec2024,19.6,davita dayton north dialysis
FMC - RENAL CARE GROUP SIDNEY,OH,45365,01Jan2021-31Dec2024,19.6,fmc - renal care group sidney
FMC - BMA AKRON EAST,OH,44304,01Jan2021-31Dec2024,22.2,fmc - bma akron east
FMC - KNOX COUNTY KIDNEY CENTER,OH,43050,01Jan2021-31Dec2024,13.0,fmc - knox county kidney center
DaVita Belden Community Dialysis,OH,44718,01Jan2021-31Dec2024,22.3,davita belden community dialysis
DaVita Fairfield Dialysis,OH,45014,01Jan2021-31Dec2024,19.8,davita fairfield dialysis
CENTER FOR DIALYSIS CARE AT HEATHER H,OH,44024,01Jan2021-31Dec2024,27.7,center for dialysis care at heather h
FMS ARROWHEAD,OH,43537,01Jan2021-31Dec2024,22.6,fms arrowhead
FMC - RCG CENTRAL TOLEDO,OH,43606,01Jan2021-31Dec2024,17.3,fmc - rcg central toledo
DaVita Fairfield Home Training Dialys,OH,45014,01Jan2021-31Dec2024,17.3,davita fairfield home training dialys
FMC - OHIO RENAL CARE GROUP WESTLAKE,OH,44145,01Jan2021-31Dec2024,17.9,fmc - ohio renal care group westlake
DaVita Winton Road Dialysis,OH,45248,01Jan2021-31Dec2024,16.0,davita winton road dialysis
"CENTER FOR DIALYSIS CARE, CANFIELD",OH,44406,01Jan2021-31Dec2024,18.7,"center for dialysis care, canfield"
DaVita Summit Renal Center,OH,44312,01Jan2021-31Dec2024,19.0,davita summit renal center
DaVita North Ridge Dialysis,OH,44057,01Jan2021-31Dec2024,25.7,davita north ridge dialysis
FRESENIUS KIDNEY CARE OF STREETSBORO,OH,44241,01Jan2021-31Dec2024,17.1,fresenius kidney care of streetsboro
FMC - RENAL CARE GROUP BOARDMAN,OH,44512,01Jan2021-31Dec2024,14.7,fmc - renal care group boardman
FMC DIALYSIS SERVICES RICHLAND COUNTY,OH,44906,01Jan2021-31Dec2024,19.5,fmc dialysis services richland county
DCI - WESTERN HILLS,OH,45211,01Jan2021-31Dec2024,12.6,dci - western hills
DaVita Seneca Dialysis,OH,44883,01Jan2021-31Dec2024,16.6,davita seneca dialysis
DaVita White Ponds Dialysis,OH,44320,01Jan2021-31Dec2024,18.5,davita white ponds dialysis
USRC WILDWOOD DIALYSIS,OH,43615,01Jan2021-31Dec2024,17.2,usrc wildwood dialysis
FRESENIUS MEDICAL CARE OSUIM KIDNEY C,OH,43210,01Jan2021-31Dec2024,19.2,fresenius medical care osuim kidney c
FRESENIUS MEDICAL CARE GREATER COLUMB,OH,43215,01Jan2021-31Dec2024,20.4,fresenius medical care greater columb
DaVita Western Hills Dialysis,OH,45248,01Jan2021-31Dec2024,18.0,davita western hills dialysis
DaVita Columbus East Dialysis,OH,43213,01Jan2021-31Dec2024,20.8,davita columbus east dialysis
USRC BOWLING GREEN,OH,43402,01Jan2021-31Dec2024,23.7,usrc bowling green
USRC FREMONT DIALYSIS,OH,43420,01Jan2021-31Dec2024,19.6,usrc fremont dialysis
FMC - NORTH LIMA,OH,44452,01Jan2021-31Dec2024,16.3,fmc - north lima
DaVita Silverton Dialysis,OH,45236,01Jan2021-31Dec2024,14.1,davita silverton dialysis
DaVita Montgomery Home Training Dialy,OH,45249,01Jan2021-31Dec2024,20.7,davita montgomery home training dialy
FMC - ELYRIA RENAL CARE GROUP - AMHER,OH,44001,01Jan2021-31Dec2024,22.5,fmc - elyria renal care group - amher
FMC - OHIO RENAL CARE GROUP EUCLID,OH,44132,01Jan2021-31Dec2024,13.6,fmc - ohio renal care group euclid
FMC DIALYSIS SERVICES OF LONDON,OH,43140,01Jan2021-31Dec2024,15.3,fmc dialysis services of london
FMC - RCG VAN WERT,OH,45891,01Jan2021-31Dec2024,28.4,fmc - rcg van wert
USRC ALEXIS DIALYSIS,OH,43613,01Jan2021-31Dec2024,18.3,usrc alexis dialysis
DCI - PORTSMOUTH,OH,45662,01Jan2021-31Dec2024,28.2,dci - portsmouth
DaVita Premiere Kidney Center of Newa,OH,43055,01Jan2021-31Dec2024,19.1,davita premiere kidney center of newa
DaVita Midwest Fairborn Dialysis,OH,45324,01Jan2021-31Dec2024,24.8,davita midwest fairborn dialysis
FRESENIUS MEDICAL CARE GALLIPOLIS,OH,45631,01Jan2021-31Dec2024,22.7,fresenius medical care gallipolis
DaVita Butler County Dialysis,OH,45044,01Jan2021-31Dec2024,22.8,davita butler county dialysis
FMC - LIBERTY MID-AMERICA DIALYSIS LL,OH,43232,01Jan2021-31Dec2024,24.8,fmc - liberty mid-america dialysis ll
DaVita Columbus Downtown Dialysis,OH,43215,01Jan2021-31Dec2024,16.9,davita columbus downtown dialysis
DaVita Munroe Falls Dialysis,OH,44262,01Jan2021-31Dec2024,16.1,davita munroe falls dialysis
KIDNEY CENTER OF COLUMBUS EAST,OH,43205,01Jan2021-31Dec2024,29.2,kidney center of columbus east
USRC DEFIANCE DIALYSIS,OH,43512,01Jan2021-31Dec2024,18.6,usrc defiance dialysis
DCA My Dialysis,OH,45231,01Jan2021-31Dec2024,25.0,dca my dialysis
FRESENIUS KIDNEY CARE LIMA,OH,45801,01Jan2021-31Dec2024,20.6,fresenius kidney care lima
FMC - MT. CARMEL EAST,OH,43213,01Jan2021-31Dec2024,21.0,fmc - mt. carmel east
DaVita Darke County Dialysis,OH,45331,01Jan2021-31Dec2024,21.0,davita darke county dialysis
DaVita Home Dialysis Services of Sand,OH,44870,01Jan2021-31Dec2024,27.1,davita home dialysis services of sand
DCI - WESTCHESTER,OH,45069,01Jan2021-31Dec2024,21.4,dci - westchester
FMC - DEFIANCE,OH,43512,01Jan2021-31Dec2024,21.8,fmc - defiance
FMC - SOLON,OH,44139,01Jan2021-31Dec2024,13.3,fmc - solon
FRESENIUS MEDICAL CARE OF HAMILTON,OH,45011,01Jan2021-31Dec2024,21.5,fresenius medical care of hamilton
DaVita Alliance Community Dialysis,OH,44601,01Jan2021-31Dec2024,22.2,davita alliance community dialysis
FMC - MASSILLON DIALYSIS CENTER,OH,44646,01Jan2021-31Dec2024,16.6,fmc - massillon dialysis center
FMC-PUTNAM CTY AMBULATORY CARE CTR-DI,OH,45848,01Jan2021-31Dec2024,26.9,fmc-putnam cty ambulatory care ctr-di
FMC - WASHINGTON COURTHOUSE,OH,43160,01Jan2021-31Dec2024,23.8,fmc - washington courthouse
"CENTER FOR DIALYSIS CARE, GARFIELD",OH,44125,01Jan2021-31Dec2024,13.8,"center for dialysis care, garfield"
FMC - HERITAGE DIALYSIS,OH,44035,01Jan2021-31Dec2024,14.3,fmc - heritage dialysis
DaVita Northwood Dialysis,OH,43619,01Jan2021-31Dec2024,17.3,davita northwood dialysis
USRC NORWOOD DIALYSIS,OH,45229,01Jan2021-31Dec2024,15.4,usrc norwood dialysis
DCI - SEAMAN,OH,45679,01Jan2021-31Dec2024,20.6,dci - seaman
DaVita Fairborn Dialysis,OH,45324,01Jan2021-31Dec2024,15.7,davita fairborn dialysis
FMC- WESTERVILLE DIALYSIS,OH,43081,01Jan2021-31Dec2024,23.9,fmc- westerville dialysis
DaVita White Oak Home Training Dialys,OH,45247,01Jan2021-31Dec2024,24.4,davita white oak home training dialys
DaVita White Oak Dialysis,OH,45247,01Jan2021-31Dec2024,22.2,davita white oak dialysis
DaVita Butler County Home Training Di,OH,45044,01Jan2021-31Dec2024,28.1,davita butler county home training di
DaVita Kettering Dialysis At Home,OH,45440,01Jan2021-31Dec2024,24.1,davita kettering dialysis at home
FMC - TOLEDO LASKEY DIALYSIS,OH,43613,01Jan2021-31Dec2024,13.9,fmc - toledo laskey dialysis
FAIRFIELD KIDNEY CENTER,OH,43130,01Jan2021-31Dec2024,25.2,fairfield kidney center
USRC BLANCHARD VALLEY,OH,45840,01Jan2021-31Dec2024,24.5,usrc blanchard valley
PICKAWAY DIALYSIS CENTER,OH,43113,01Jan2021-31Dec2024,21.3,pickaway dialysis center
DaVita Hilliard Dialysis,OH,44116,01Jan2021-31Dec2024,12.5,davita hilliard dialysis
DaVita Sandusky Dialysis Center,OH,44870,01Jan2021-31Dec2024,11.9,davita sandusky dialysis center
DaVita McCarty Lane Dialysis,OH,45640,01Jan2021-31Dec2024,15.7,davita mccarty lane dialysis
DaVita Eastgate Home Training,OH,45245,01Jan2021-31Dec2024,29.8,davita eastgate home training
DaVita Eaton Dialysis,OH,45320,01Jan2021-31Dec2024,25.6,davita eaton dialysis
DaVita Parma Heights Dialysis,OH,44130,01Jan2021-31Dec2024,21.1,davita parma heights dialysis
DaVita Columbus West Dialysis,OH,43228,01Jan2021-31Dec2024,27.7,davita columbus west dialysis
DaVita Wauseon Dialysis Center,OH,43567,01Jan2021-31Dec2024,17.2,davita wauseon dialysis center
DaVita Lebanon Dialysis Center,OH,45036,01Jan2021-31Dec2024,17.7,davita lebanon dialysis center
DaVita Delhi Dialysis,OH,45238,01Jan2021-31Dec2024,15.9,davita delhi dialysis
FMC -  ASHLAND COUNTY,OH,44805,01Jan2021-31Dec2024,18.6,fmc -  ashland county
DaVita Point Place Dialysis,OH,43611,01Jan2021-31Dec2024,13.1,davita point place dialysis
USRC DELAWARE COUNTY,OH,43015,01Jan2021-31Dec2024,22.6,usrc delaware county
DaVita Anderson Dialysis Center,OH,45255,01Jan2021-31Dec2024,21.3,davita anderson dialysis center
DaVita Grove City Dialysis,OH,43123,01Jan2021-31Dec2024,19.2,davita grove city dialysis
"CENTER FOR DIALYSIS CARE, OAKWOOD",OH,44146,01Jan2021-31Dec2024,22.4,"center for dialysis care, oakwood"
DaVita Akron Renal Center,OH,44304,01Jan2021-31Dec2024,17.3,davita akron renal center
FMC - PREBLE COUNTY REGIONAL DIALYSIS,OH,45320,01Jan2021-31Dec2024,20.5,fmc - preble county regional dialysis
CDC HOME CARE YOUNGSTOWN,OH,44514,01Jan2021-31Dec2024,24.8,cdc home care youngstown
FMC - DELAWARE DIALYSIS,OH,43015,01Jan2021-31Dec2024,21.2,fmc - delaware dialysis
FRESENIUS KIDNEY CARE TALAWANDA,OH,45056,01Jan2021-31Dec2024,20.0,fresenius kidney care talawanda
FMC - KINGS MILLS,OH,45034,01Jan2021-31Dec2024,24.1,fmc - kings mills
DaVita Dublin Dialysis,OH,43016,01Jan2021-31Dec2024,20.0,davita dublin dialysis
DaVita Midwest Urbana Dialysis,OH,43078,01Jan2021-31Dec2024,30.9,davita midwest urbana dialysis
DaVita Rockside Dialysis,OH,44131,01Jan2021-31Dec2024,19.6,davita rockside dialysis
DaVita Logan Dialysis,OH,43138,01Jan2021-31Dec2024,27.1,davita logan dialysis
KIDNEY CARE CENTERS OF ZANESVILLE,OH,43701,01Jan2021-31Dec2024,25.9,kidney care centers of zanesville
DaVita Forest Fair Dialysis,OH,45240,01Jan2021-31Dec2024,19.2,davita forest fair dialysis
DaVita US Grant Dialysis,OH,45121,01Jan2021-31Dec2024,16.8,davita us grant dialysis
DaVita Batavia Dialysis,OH,45103,01Jan2021-31Dec2024,23.4,davita batavia dialysis
FRESENIUS KIDNEY CARE CELINA,OH,45822,01Jan2021-31Dec2024,27.5,fresenius kidney care celina
DaVita Ohio Pike Dialysis,OH,45102,01Jan2021-31Dec2024,22.5,davita ohio pike dialysis
DaVita Norwood Dialysis,OH,45212,01Jan2021-31Dec2024,14.2,davita norwood dialysis
DaVita Cherry Valley Dialysis,OH,43055,01Jan2021-31Dec2024,25.3,davita cherry valley dialysis
FMC-LIBERTY DIALYSIS-KENWOOD,OH,45236,01Jan2021-31Dec2024,17.1,fmc-liberty dialysis-kenwood
FMC - LIBERTY NORWOOD,OH,45212,01Jan2021-31Dec2024,19.4,fmc - liberty norwood
DaVita Rivers Edge Dialysis,OH,45701,01Jan2021-31Dec2024,24.2,davita rivers edge dialysis
DaVita Villa of Great Northern,OH,44126,01Jan2021-31Dec2024,21.3,davita villa of great northern
DaVita Clermont County Dialysis,OH,45150,01Jan2021-31Dec2024,20.4,davita clermont county dialysis
WARREN DIALYSIS CENTER,OH,44484,01Jan2021-31Dec2024,24.0,warren dialysis center
DaVita Detroit Road Dialysis,OH,44102,01Jan2021-31Dec2024,21.1,davita detroit road dialysis
FMC - WADSWORTH DIALYSIS,OH,44281,01Jan2021-31Dec2024,20.7,fmc - wadsworth dialysis
"CENTER FOR DIALYSIS CARE, BEACHWOOD",OH,44122,01Jan2021-31Dec2024,18.4,"center for dialysis care, beachwood"
US RENAL CARE OF KENWOOD,OH,45236,01Jan2021-31Dec2024,16.1,us renal care of kenwood
"BOARDMAN DIALYSIS CENTER, LLC",OH,44514,01Jan2021-31Dec2024,22.9,"boardman dialysis center, llc"
FMC - BRUNSWICK DIALYSIS CENTER,OH,44233,01Jan2021-31Dec2024,27.7,fmc - brunswick dialysis center
DaVita Dover Community Dialysis,OH,44622,01Jan2021-31Dec2024,21.8,davita dover community dialysis
DaVita Amherst Dialysis,OH,44053,01Jan2021-31Dec2024,20.1,davita amherst dialysis
FMC - IRONTON,OH,45638,01Jan2021-31Dec2024,22.1,fmc - ironton
DaVita Steubenville Dialysis,OH,43953,01Jan2021-31Dec2024,18.1,davita steubenville dialysis
"CENTER FOR DIALYSIS CARE, PAINESVILLE",OH,44077,01Jan2021-31Dec2024,21.5,"center for dialysis care, painesville"
DaVita Flower Dialysis,OH,43560,01Jan2021-31Dec2024,17.8,davita flower dialysis
DaVita Center Ridge Dialysis,OH,44039,01Jan2021-31Dec2024,20.0,davita center ridge dialysis
DaVita Adena Dialysis,OH,45601,01Jan2021-31Dec2024,20.0,davita adena dialysis
KIDNEY CENTER OF BEXLEY,OH,43209,01Jan2021-31Dec2024,24.1,kidney center of bexley
FMC CREIGHTON DIALYSIS LLC,OH,45840,01Jan2021-31Dec2024,28.4,fmc creighton dialysis llc
DaVita National Trail Dialysis,OH,45505,01Jan2021-31Dec2024,25.3,davita national trail dialysis
USRC SYLVANIA DIALYSIS,OH,43560,01Jan2021-31Dec2024,14.1,usrc sylvania dialysis
DaVita Park Side Dialysis,OH,43081,01Jan2021-31Dec2024,18.7,davita park side dialysis
DaVita Miamisburg Dialysis,OH,45342,01Jan2021-31Dec2024,25.5,davita miamisburg dialysis
"KIDNEY CARE CENTERS OF COSHOCTON, OHI",OH,43812,01Jan2021-31Dec2024,24.7,"kidney care centers of coshocton, ohi"
Fresenius Kidney Care Wilmington Home,OH,45177,01Jan2021-31Dec2024,23.3,fresenius kidney care wilmington home
DaVita Massillon Community Dialysis,OH,44646,01Jan2021-31Dec2024,19.8,davita massillon community dialysis
KIDNEY CARE OF CENTERS OF CAMBRIDGE,OH,43725,01Jan2021-31Dec2024,20.9,kidney care of centers of cambridge
DaVita Fremont Regional Dialysis,OH,43420,01Jan2021-31Dec2024,19.8,davita fremont regional dialysis
DaVita Buckeye Dialysis,OH,45409,01Jan2021-31Dec2024,21.6,davita buckeye dialysis
DaVita Kingsville Dialysis,OH,44048,01Jan2021-31Dec2024,32.3,davita kingsville dialysis
DaVita Lucas County Home Training,OH,43616,01Jan2021-31Dec2024,18.1,davita lucas county home training
DaVita Atrium Dialysis,OH,45044,01Jan2021-31Dec2024,23.2,davita atrium dialysis
DaVita Upper Valley Kidney Center,OH,45373,01Jan2021-31Dec2024,24.8,davita upper valley kidney center
FMC - MENTOR DIALYSIS,OH,44060,01Jan2021-31Dec2024,17.9,fmc - mentor dialysis
USRC BARBERTON DIALYSIS,OH,44203,01Jan2021-31Dec2024,20.1,usrc barberton dialysis
DaVita Auburn Road Dialysis,OH,44077,01Jan2021-31Dec2024,21.3,davita auburn road dialysis
USRC NORTON HOME THERAPIES,OH,44203,01Jan2021-31Dec2024,25.4,usrc norton home therapies
DaVita Steubenville Home Training Cen,OH,43952,01Jan2021-31Dec2024,25.1,davita steubenville home training cen
DaVita Apple Valley Dialysis,OH,43050,01Jan2021-31Dec2024,19.9,davita apple valley dialysis
DaVita Five Rivers Dialysis,OH,45405,01Jan2021-31Dec2024,23.6,davita five rivers dialysis
DaVita Mid Ohio Dialysis,OH,44906,01Jan2021-31Dec2024,24.5,davita mid ohio dialysis
DaVita Kenton Dialysis,OH,43326,01Jan2021-31Dec2024,25.2,davita kenton dialysis
DaVita Harrison Dialysis,OH,45030,01Jan2021-31Dec2024,23.1,davita harrison dialysis
DaVita Meadowhawk Dialysis,OH,43040,01Jan2021-31Dec2024,19.3,davita meadowhawk dialysis
DaVita Hilliard Station Dialysis,OH,43026,01Jan2021-31Dec2024,18.3,davita hilliard station dialysis
DaVita Kidney Center of Brunswick,OH,44212,01Jan2021-31Dec2024,25.1,davita kidney center of brunswick
FMC - GROVE CITY,OH,43123,01Jan2021-31Dec2024,21.1,fmc - grove city
FMC - DAYTON WEST,OH,45416,01Jan2021-31Dec2024,19.3,fmc - dayton west
FMC - COLUMBUS NORTHWEST,OH,43016,01Jan2021-31Dec2024,21.0,fmc - columbus northwest
FMC CLEVELAND HOME DIALYSIS,OH,44125,01Jan2021-31Dec2024,33.7,fmc cleveland home dialysis
DaVita Canal Winchester Dialysis,OH,43110,01Jan2021-31Dec2024,29.4,davita canal winchester dialysis
DaVita Galion Dialysis,OH,44833,01Jan2021-31Dec2024,20.9,davita galion dialysis
DaVita Pike County Dialysis,OH,45690,01Jan2021-31Dec2024,28.7,davita pike county dialysis
DaVita Coventry Dialysis,OH,44319,01Jan2021-31Dec2024,12.0,davita coventry dialysis
DaVita Heart of Marion Dialysis,OH,43302,01Jan2021-31Dec2024,27.4,davita heart of marion dialysis
DaVita West Chester Dialysis,OH,45069,01Jan2021-31Dec2024,20.2,davita west chester dialysis
DaVita Millersburg Dialysis,OH,44654,01Jan2021-31Dec2024,13.8,davita millersburg dialysis
DaVita West Hamilton Dialysis,OH,45013,01Jan2021-31Dec2024,15.9,davita west hamilton dialysis
FMC - PERRYSBURG DIALYSIS,OH,43551,01Jan2021-31Dec2024,16.7,fmc - perrysburg dialysis
DaVita Ridge Park Dialysis,OH,44109,01Jan2021-31Dec2024,19.3,davita ridge park dialysis
FMC - Willard,OH,44890,01Jan2021-31Dec2024,22.2,fmc - willard
Infiniti Dialysis Center of Cincinnat,OH,45236,01Jan2021-31Dec2024,23.0,infiniti dialysis center of cincinnat
USRC Cuyahoga Falls,OH,44221,01Jan2021-31Dec2024,17.7,usrc cuyahoga falls
DaVita Huber Heights Dialysis,OH,45424,01Jan2021-31Dec2024,20.2,davita huber heights dialysis
DaVita Affinity Place Dialysis,OH,45231,01Jan2021-31Dec2024,14.3,davita affinity place dialysis
FMC Pickerington,OH,43147,01Jan2021-31Dec2024,14.2,fmc pickerington
DaVita Twinsburg Dialysis,OH,44087,01Jan2021-31Dec2024,17.2,davita twinsburg dialysis
DaVita Ravenna Dialysis,OH,44266,01Jan2021-31Dec2024,10.8,davita ravenna dialysis
FMC Liberty Dialysis West Columbus,OH,43228,01Jan2021-31Dec2024,19.7,fmc liberty dialysis west columbus
DaVita Wooster Dialysis,OH,44691,01Jan2021-31Dec2024,40.9,davita wooster dialysis
FMC White Pond,OH,44320,01Jan2021-31Dec2024,16.2,fmc white pond
"Dialyze Direct Beachwood, OH",OH,44125,01Jan2021-31Dec2024,30.7,"dialyze direct beachwood, oh"
FMC- Liberty Forest Fair LLC,OH,45240,01Jan2021-31Dec2024,17.4,fmc- liberty forest fair llc
Kidney Center of Reynoldsburg,OH,43213,01Jan2021-31Dec2024,22.7,kidney center of reynoldsburg
FMC Liberty Dialysis North College Hi,OH,45224,01Jan2021-31Dec2024,22.6,fmc liberty dialysis north college hi
FMC - Akron Home,OH,44320,01Jan2021-31Dec2024,29.8,fmc - akron home
DaVita Western Ridge Dialysis,OH,45247,01Jan2021-31Dec2024,23.4,davita western ridge dialysis
USRC Maumee Dialysis,OH,43537,01Jan2021-31Dec2024,17.5,usrc maumee dialysis
FMC NXSTAGE KIDNEY CARE/NXSTAGE COLUM,OH,43016,01Jan2021-31Dec2024,18.6,fmc nxstage kidney care/nxstage colum
FMC- Stark County Dialysis,OH,44708,01Jan2021-31Dec2024,20.1,fmc- stark county dialysis
USRC Kent Dialysis,OH,44240,01Jan2021-31Dec2024,14.8,usrc kent dialysis
DaVita Heart of New Albany Dialysis,OH,43054,01Jan2021-31Dec2024,22.6,davita heart of new albany dialysis
DaVita Fallen Timbers Dialysis,OH,43537,01Jan2021-31Dec2024,20.0,davita fallen timbers dialysis
FRESENIUS KIDNEY CARE WEST HAMILTON,OH,45013,01Jan2021-31Dec2024,15.7,fresenius kidney care west hamilton
Fresenius Kidney Care Maumee Home,OH,43537,01Jan2021-31Dec2024,15.3,fresenius kidney care maumee home
Fresenius Kidney Care Milford Clermon,OH,45150,01Jan2021-31Dec2024,21.0,fresenius kidney care milford clermon
DaVita Miracle Mile Dialysis,OH,43613,01Jan2021-31Dec2024,21.4,davita miracle mile dialysis
DaVita Mallory Park Dialysis,OH,45417,01Jan2021-31Dec2024,18.5,davita mallory park dialysis
DaVita Trotwood,OH,45426,01Jan2021-31Dec2024,18.5,davita trotwood
Fresenius Kidney Care Olentangy River,OH,43217,01Jan2021-31Dec2024,18.0,fresenius kidney care olentangy river
DaVita Lawrence County Dialysis,OH,45680,01Jan2021-31Dec2024,28.9,davita lawrence county dialysis
Fresenius Kidney Care New Albany - OH,OH,43230,01Jan2021-31Dec2024,19.9,fresenius kidney care new albany - oh
DaVita Canton Dialysis,OH,44708,01Jan2021-31Dec2024,18.1,davita canton dialysis
DaVita Boettler Dialysis,OH,44685,01Jan2021-31Dec2024,19.6,davita boettler dialysis
Fresenius Kidney Care Dayton East,OH,45417,01Jan2021-31Dec2024,23.1,fresenius kidney care dayton east
USRC Briarfield Home Dialysis,OH,43537,01Jan2021-31Dec2024,20.8,usrc briarfield home dialysis
Fresenius Kidney Care Cornersburg,OH,44511,01Jan2021-31Dec2024,22.9,fresenius kidney care cornersburg
DaVita Loveland Dialysis,OH,45140,01Jan2021-31Dec2024,14.6,davita loveland dialysis
DaVita Medina Square Dialysis,OH,44256,01Jan2021-31Dec2024,20.6,davita medina square dialysis
FMC Toledo Downtown Dialysis,OH,43608,01Jan2021-31Dec2024,16.5,fmc toledo downtown dialysis
FMC Centerville Home,OH,45459,01Jan2021-31Dec2024,19.4,fmc centerville home
FMC Ohio Renal Care Group Southpointe,OH,44122,01Jan2021-31Dec2024,16.4,fmc ohio renal care group southpointe
CENTER FOR DIALYSIS CARE WESTSIDE HOM,OH,44126,01Jan2021-31Dec2024,25.9,center for dialysis care westside hom
Center for Dialysis Care Middleburg H,OH,44130,01Jan2021-31Dec2024,19.7,center for dialysis care middleburg h
Fresenius Kidney Care-Warren,OH,44481,01Jan2021-31Dec2024,21.0,fresenius kidney care-warren
Fresenius Kidney Care Cuyahoga Falls,OH,44221,01Jan2021-31Dec2024,18.9,fresenius kidney care cuyahoga falls
DaVita Navarre Dialysis,OH,44662,01Jan2021-31Dec2024,21.7,davita navarre dialysis
DaVita Starr Dialysis,OH,43605,01Jan2021-31Dec2024,13.4,davita starr dialysis
Fresenius Kidney Care South Grove Cit,OH,43123,01Jan2021-31Dec2024,23.0,fresenius kidney care south grove cit
DaVita Minerva Park Dialysis,OH,43224,01Jan2021-31Dec2024,15.8,davita minerva park dialysis
DaVita National Road,OH,43912,01Jan2021-31Dec2024,25.0,davita national road
USRC Findlay Home,OH,45840,01Jan2021-31Dec2024,15.1,usrc findlay home
USRC Akron Dialysis,OH,44304,01Jan2021-31Dec2024,23.4,usrc akron dialysis
USRC Tiffin Dialysis,OH,44883,01Jan2021-31Dec2024,16.7,usrc tiffin dialysis
DaVita Queen City Dialysis,OH,45238,01Jan2021-31Dec2024,24.0,davita queen city dialysis
Center for Dialysis Care Beachwood Ho,OH,44122,01Jan2021-31Dec2024,23.3,center for dialysis care beachwood ho
Wyandot Dialysis Clinic LLC,OH,43351,01Jan2021-31Dec2024,24.7,wyandot dialysis clinic llc
Concerto Ohio,OH,44121,01Jan2021-31Dec2024,30.9,concerto ohio
DaVita College Hill Dialysis,OH,45224,01Jan2021-31Dec2024,28.0,davita college hill dialysis
Independent Dialysis Group Northeast,OH,43920,01Jan2021-31Dec2024,26.6,independent dialysis group northeast
FIRELANDS BELLEVUE DIALYSIS CENTER,OH,44811,01Jan2021-31Dec2024,23.9,firelands bellevue dialysis center
ST FRANCIS HOSPITAL-DIALYSIS,OK,74136,01Jan2021-31Dec2024,19.2,st francis hospital-dialysis
OSU MEDICAL CENTER OUTPATIENT DIALYSI,OK,74127,01Jan2021-31Dec2024,29.8,osu medical center outpatient dialysi
FKC - LAKE HEFNER DIALYSIS,OK,73132,01Jan2021-31Dec2024,20.5,fkc - lake hefner dialysis
DaVita Tulsa Dialysis Center,OK,74135,01Jan2021-31Dec2024,24.6,davita tulsa dialysis center
DaVita Midwest City Dialysis Center,OK,73110,01Jan2021-31Dec2024,22.4,davita midwest city dialysis center
DaVita Tahlequah Dialysis Center,OK,74464,01Jan2021-31Dec2024,26.7,davita tahlequah dialysis center
DaVita Shawnee Dialysis Center,OK,74804,01Jan2021-31Dec2024,31.5,davita shawnee dialysis center
DaVita Claremore Dialysis Center,OK,74017,01Jan2021-31Dec2024,20.2,davita claremore dialysis center
DaVita Northwest Bethany Dialysis Cen,OK,73008,01Jan2021-31Dec2024,26.1,davita northwest bethany dialysis cen
DaVita Broken Arrow Dialysis Center,OK,74012,01Jan2021-31Dec2024,22.5,davita broken arrow dialysis center
DaVita Oklahoma City South Dialysis,OK,73109,01Jan2021-31Dec2024,22.6,davita oklahoma city south dialysis
FMCNA - SOUTH OKC DX CTR,OK,73109,01Jan2021-31Dec2024,22.3,fmcna - south okc dx ctr
DaVita Duncan Dialysis Center,OK,73533,01Jan2021-31Dec2024,20.4,davita duncan dialysis center
ARA - LAWTON DIALYSIS,OK,73505,01Jan2021-31Dec2024,18.2,ara - lawton dialysis
DaVita Norman Dialysis Center,OK,73069,01Jan2021-31Dec2024,34.4,davita norman dialysis center
DaVita Pryor Dialysis,OK,74361,01Jan2021-31Dec2024,21.4,davita pryor dialysis
DaVita Heartland Dialysis,OK,73104,01Jan2021-31Dec2024,22.1,davita heartland dialysis
DaVita Elk City Dialysis Center,OK,73644,01Jan2021-31Dec2024,14.2,davita elk city dialysis center
FMCNA - SE OKLAHOMA,OK,73106,01Jan2021-31Dec2024,15.6,fmcna - se oklahoma
FMCNA - SHAWNEE,OK,74804,01Jan2021-31Dec2024,27.1,fmcna - shawnee
